Page,,Amount,Taxes,Cost Total,,,Value,Cost,Paid,Remaining,Pending,Payment
10,* amount is part of current payment,,,,,,,,,,,
10,indicates depreciation is non-recoverable,,,,,,,,,,,
10,5154K577),,,,,,,|,,,,
11,,,,,,,,,,,,
11,,,,,,,,,,,,
11,,,,,,,,,,,,0}
11,,,,,,,,,,,,
11,,,,,,,,,,,,
11,wes,,,00S,,,,Bay,AZ,,8095,
11,0005,,,000s,,es,,Koy ay,,,,6668S
11,,,,,,,,,,,,01S
11,,,,,,,,,,,,
11,,,,,,ores,,,,,,
11,wos,,IIS,000s,,,lls,,,,L07S,
11,wes,,,,,,,,,,179,
11,,,7S,,,,,,,,,
11,,,066125,ows,,,,,,,BF 608,
11,,,,,,,,,,,wis,
11,wes,,,000s,,,,,,,,
11,,,,,,,,,,,,
11,,,,,,Isses,cons,,,,90°85,ILS
11,000s,,,,,,,,,,,
11,Wes,,101895,,,£0995,wes,,,,,
11,,,STS,,,,,,,,(07s,
11,,,,,,,"16.025""",,,,,
11,wos,,,Was,,,,,,,,
11,00'0s,,,,,,,,,,167%,
11,,,,,,,,,,,ues,
11,Wes,,IS,,,00K,,,,,,
11,,,,,,,,,,,8818,$6685
11,,,,,,,,,,,,$6608
11,,,OF,,,,OF,Bay,arogy ME,,,
11,,,,wos,,,,,,,,
11,,,,W008,,,,Koy,,ES,,96.625
11,,,,pred,1807),,,,,,,
11,,,,,,,$53],,,,,
11,,La,,,,,,,,,,
12,,,,,,,Actua!,,,,,
12,Deseription,Estimate,Replacement,,Less,ActualCash,,,Estimated,,,
12,,Amount,Taxes Cost Tott!,"Cond, / Life",recistion,Value,Cost wTax,Paid,Pending,Payment,,
12,236. Cake pan 2.00 EA,$59.98,$2.83 $62.81,Syl Avg.,$9.42,$53.39,,$0.00,$9.42,$0.0,,
12,"237, / cupcake pan 1.00",EA $23.73,$1.12 $24.85,Ave,$3.73,$21.12,,$0.00,$3.73,$0.0,,
12,238. Cookie sheet 1.00 EA,49.9,$236 $5235,Avg.,$7.85,$44.50,,$0.00,$7.85,$0.00,,
12,"239, Casserole dish EA",$108.00,$5.09 $113.09,3 Above Ave. 20y,$10.18,$102.91,,$0.00,$10.18,$0.00,,
12,240. Cooling rack 2.00 EA,$56.00,$2.64 $58.64,Ave,$17.59,,,$0.00,$17.59,$0.0,,
12,244. Rolling pin,$26.0,$1.23 $27.23,Avg. 20y,,,,$0.00,$4.08,$0.0,,
12,DINNERWARE & SERVING PIECES,,,,,,,,,,,
12,242. Dinnerware set - 16 pc - Casual 1.00,EA $130.00,$6.13 $136.13,Syl Avg.,$4.0,$102.10,,$0.00,$34.03,$0.00,,
12,i,,,,,,,,,,,
12,243. Bowl - Vegetable - Casual,$63.00,$2.97 $65.97,Avg. 20y,$16.49,49.48,,$0.00,$16.49,$0.0,,
12,"244, Bowl - Salad / Serving - Casual",$29.0,$137 $3037,Sy! Ave. 20y,571.9,$22.78,,$0.00,$7.59,$0.00,,
12,,,,,,$26.70,,$0.00,$8.90,,,
12,245. Bow - Fruit - Casual dinnerware,$34.00,$1.60 $35.60,Syl Avg. 20y +,$0,,,,,$0.00,,
12,246. Bow! - Sugar dinnerware 1.00,EA $25.00,$1.18 $26.18,5 yf Above Avg. (20 y,3.93,922.25,,$0.00,$3.93,8.00,,
12,247. Salt & pepper shaker - Casual,49.9,$236 $52.35,Ave. 20y,$13.09,$39.26,,$0.00,$13.09,$0.00,,
12,i,,,,,,,,,,,
12,248. Cake plate - Serveware,$29.95,$31.36,,= $7.53,$23.83,,$0.00,$753,$0.00,,
12,GLASSWARE,,,,,,,,,,,
12,"249, Platter 1.00",EA $64.00,$3.02 $67.02,8 yf Avg.,$2631,4021,,$0.00,$26.81,9.00,,
12,"250. Mug 5,00",EA $50.00,$236 $52.36,Syl Avg. 20y,$13.09,939.27,,$0.00,$13.09,80.00,,
12,251. Water bottle / canteen / Thermos 5.00,EA $250.00,$1.78 $261.78,3 y/ Above Avg.,1.12,$214.66,,$0.00,47.12,9.0,,
12,252. Teacup & saucer - Casval 1.00,EA $50.00,$2.36 $52.36,6 y/ Above Avg. 20y,$9.42,$42.94,,$0.00,$9.42,$0.00,,
12,dinnerware,,,,,,,,,,,
12,253. Glasses and cups set - 4pc.,$67.99,$3.20 $71.19,Avg 20y,$2136,$49.33,,$0.00,$2136,$0.00,,
12,254. Corkscrew / remover,$16.9,$0.80 $17.79,1 yf Above Ave. /20 y,0.53,$17.26,,$0.00,$0.53,$0.00,,
12,255. Tea kettle 1.00BA,329,$2.03 $45.02,0.5 y/ Above Avg. 20,,34435,,$0.00,$0.67,,,
12,,|,,y,,,,,,,,
12,FLATWARE,,,,,,,,,,,
12,256. Silverware - Casual place setting - § 1.00,EA $130.00,$6.13 $136.13,Syl Ave. 20y,$34.03,$102.10,,$0.00,$34.03,$0.0,,
12,pe,,,,,,,,,,,
12,257. Silverware/Flatware - Casual 1.00,EA,$3.96 §87.%,Sy/ Avg. 20y,$21.9,$65.97,,$0.00,921.99,$0.00,,
12,serving/Hostess set,,,,,,,,,,,
12,LINENS,,,,,,,,,,,
12,258. Kitchen towel,$29.9,$31.40,Syl Ave. Sy,$25.12,$6.28,,$0.00,925.12,$0.00,,
12,* The amount of RC Benefits remaining and/or paid is,subject to policy limitations.,,,,,,,,,,
12,* amount is part of current payment,,,,,,,,,,,
12,© indicates depreciation is non-recoverable,,,,,,,,,,,
13,,,,,,,,,,,<>,
13,,,,,,,,,,,"st ,",
13,,,,,,,,,a),si pred,JO wnowe,
13,,,,,,,,9S,WLS,VI 007,,
13,wos,,,,,Key,Any ¢ wes,wis,86125,,,
13,000s,,,woos,8618,,,,,001,,
13,,,,,,,,,,,78,
13,,,,,,Koy,,SIS,62S,,j 197,
13,oes,,,,,,,we,=.,VOY,woods / 082,
13,,,ces,wes,098,,AC,CIS,,,,
13,ores,,,wes,WIS,,esis,LOS,,va,a,
13,wos,,,Wes,,,,,,,doo ‘117,
13,,,,Wes,,,WES,HIS,,,,
13,,,,,,,,,,¥ 001,weatd 29],
13,wos,,,,,Os Ko,,,,,Aan 201,
13,00s,,08,,S68,,,190s,6621S,,,
13,,,Uses,wes,87%,Uses,,,,,“127,
13,,,,,,,,69°95,,,‘07,
13,,,,wos,,,,Ores,96496,,692,
13,,,,,,,ay kg,,OS,,37226,
13,,,,woos,Loves,Agu,day |,cris,,,- Ayan 3p 497,
13,,,,,,,,,,,9,
13,wos,,,,beats,WIS:,ASO WOKS,,,,,
13,wes,,al'ss,,,,Bay,,,,,
13,000s,,,woos,,a IS:,Bay arogy A],,6618,,,
13,W's,,199%,,SSIS,,,,,,,
13,,,,,,,,6575,,,,
13,wos,,IS,,1875S,,Bay K1,,,,,
13,,,,,9618,,BLES,,,,I,
13,,,6002S,ones,toss,,,,66008,,Yd “662,
13,,,,,,,,omy,,,,
13,,Lae,2039,,,,,,,,,
14,,,,,,,— RC,,,,,
14,Description Estimate,Replacement,,Less,Actual Cash,,,Estimated,,,,
14,Amount,Taxes Cost Tots!,,,Value,Cost wTax,Paid,Remaining Pending,Payment,,,
14,286. Tongs 10.00 EA $50.00,$2.36 $52.36,Avg. 20y,$13.09,$3927,,$0.00,$13.09,$0.00,,,
14,"287, Electric knife LOOEA $149.95",$7.07 $157.02,3 y/ Above Avg. /l0y,$28.26,$128.76,,$0.00,$28.26,$0.00,,,
14,288. Nut / Seafood cracker 1.00 EA $15.99,$0.75 $16.74,Sy/ Avg,8.38,$8.36,,$0.00,$8.38,$0.00,,,
14,289. Skimmer $19.00,$0.90 $19.0,=,,,,$0.00,$9.95,$0.00,,,
14,290. Sifter $22.00,$1.04 $23.04,Avg. /I0y,SID,$11.92,,$0.00,$11.82,$0.00,,,
14,291. Cooking thermometer 1.00 EA $22.99,$1.08 924.07,Sy! Avg,$12.04,$12.03,,$0.00,$12.04,$0.00,,,
14,292. Mixing bowl - Set (2-4) 1.00 EA $49.99,$2.36 $52.35,Syl,$13.09,$39.26,,50.00,$13.09,$0.00,,,
14,293. Cheese grater / sliver $25.00,$1.18 $26.18,,$10.47,$1571,,$0.00,$10.47,$0.00,,,
14,294. strainer $46.99,$49.20,2 yf Above Avg. /I0y,$5.91,$43.29,,$0.00,$591,$0.00,,,
14,295. Trivet / spoon rest 1.00 EA $17.00,$0.80,1 y/ Above Avg. y,80.53,$1727,,$0.00,053,$0.00,,,
14,"296, Vegetable chopper / slicer 1.00 EA $39.99",51.88 $41.87,| y/ Above Avg.,$2.51,$39.36,,$0.00,,$0.00,,,
14,297. Dish rack / draining rack $100.00,M7 $104.71,{ yf Above Avg. Oy,-%.28,$98.43,,$0.00,$6.28,$0.00,,,
14,298. Selad spinner $42.00,$1.98 343.58,y/ Ave Sy,$8.80,$35.18,,$0.00,,$0.00,,,
14,299. Pitcher $50.00,$2.36,_,$13.09,9927,,$0.00,$13.09,30.00,,,
14,,,7,,,,,,,,,
14,300. Kitchen funnel 510.99,$0.52,1 yf Avg. /l0y,SLIS,$10.36,,$0.00,$1.15,$0.00,,,
14,301. Flatware tray $52.00,$245 $54.45,Syl Avg.,$7123,2722,,$0.00,$27.3,$0.00,,,
14,302. Cell phone charger EA $244.95,$256.49,Avg,$5130,$205.19,,$0.0,$51.30,$0.00,,,
14,PERISHABLE/NON-PERISHABLE & CLEANING SUPPLIES,,,,,,,,,,,
14,303. Non-perishable unopened cleaning $56.99,$2.69 $59.68,OS yf Avg. My,0.00,$59.68,,$0.00,$0.00,$0.00,,,
14,supplies - Enter price,,,,,,,,,,,
14,304. Broom,$0.73 $16.21,Avg.,$3.25,$12.96,,$0.00,$3.25,$0.00,,,
14,305. Easy Wring Spin Mop And Bucket,“$19 078,| yf Avg. /10y,$3.98,$35.80,,$0.00,$3.98,$0.00,,,
14,"System, 148473",,,,,,,,,,,
14,Ace Hardware - 10/30/2023,,,,,,,,,,,
14,Orig. - Mop,,,,,,,,,,,
14,306. Dustpan,$0.94 $2094,,,$1885,,$0.00,$2.09,$0.00,,,
14,"Subtotals $7,937.18",,,,,$0.00,$0.00,"$2,663.05",$0.00,,,
14,Main Level - Laundry / Storage,,,,,,,,,,,
14,HOUSEHOLD APPLIANCES,,,,,,,,,,,
14,"COVERAGE B - PERSONAL PROPERTY - 34 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,,
14,"307, Air purifier / Air cleaner 1.00 EA $139.98",$6.60 $146.58,Ave.,$14.66,$131.92,,$0.00,$14.66,$0.00,,,
14,‘The amount of RC Benefits remaining and/or paid is subject to policy limitations.,,,,,,,,,,,
14,* amount is part of current payment,,,,,,,,,,,
14,© indicates depreciation is non-recoverable,,,,,,,,,,,
14,5154K577),,,,,,,,,,,
15,,,,,,,Actual,,,,,
15,,Estimate,Replacement,,Less,Actual Cash,,,Estimated,,,
15,,Amount,Taxes Cost Total,"Cond, Life",reciation,Value,Cost wiTax,Paid,Remaining Pending,Payment,,
15,308. Washer / Washing machine - Top- 1.00 EA,$625.00,§29.45 $654.45,0.25 yl Ave. y,$16.37,$638.08,,$0.00,$16.37,$0.00,,
15,loading,,,,,,,,,,,
15,Orig. Desc. - Washer Washing machine - Front-loading,,,,,,,,,,,
15,309. Rinnai RLS4IN Tankless Hot Water,,,,,COVERAGE A,,$0.0,$0.00,$0.00,,
15,"Heater, 9.8 GPM, Natural Gas, Indoor",,,,,,,,,,,
15,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
15,Orig. - Heater - Electric 50 Gallon,,,,,,,,,,,
15,310. Electric 1.00 EA,$800.00,$37.70 $837.70,0.25 yf Avg.,$20.44,$816.76,,$0.00,,50.00,,
15,311. Freezer - Chest,$467.00,922.0) 439.01,Ave.,$4231,$146.70,,$0.00,$342.31,$0.00,,
15,"312. Vacmaster VBY1210, §",,M47 SiH.69,Avg. 20y,$10.47,,,$0.00,$10.47,$0.00,,
15,Peak HP** WelDry Shop Vacuum with,,,,,,,,,,,
15,"Detachable Blower, Blue",,,,,,,,,,,
15,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
15,Orig. Desc. - Vacuum - Handheld / Dustbuster,,,,,,,,,,,
15,413. Vacuum - Upright,$199.00,$9.38 $208.38,Syl Avg.,,5104.19,,$0.00,$104.19,$0.00,,
15,314. Steam cleaner 300 EA,$397.00,$221,Avg,9281.78,$657.49,,$0.00,,$0.00,,
15,LANDSCAPING/GARDENING/OUTDOOR EQUIPMENT,,,,,,,,,,,
15,315. Air compressor - Electric 1.00 EA,$380.00,$1791 $397.91,Sy! Avg.,$99.48,,,$0.00,$99.48,$0.00,,
15,316. Air Tool Kit Multipurpose 1.00 EA,$81.80,$385 $85.65,IS yf Avg. 20y,,QLAl,,$0.00,$64.24,$0.00,,
15,"Orig. Desc, - Air compressor - Gas",,,,,,,,,,,
15,"317, Kansept Knives Shard Framelock EA",5280.00,$13.19 $293.19,Avg. 20 y,,$190.57,,$0.0,$102.62,$0.00,,
15,"Folding Knife, Verticle, 3.5in stonewash",,,,,,,,,,,
15,finish S35VN stainless,,,,,,,,,,,
15,Optics Planet - 9/20/2023,,,,,,,,,,,
15,Orig. Desc. - Meat Smoker Verticle,,,,,,,,,,,
15,318. Wheelbarrow,$219.00,$10.32 $229.32,Avg. /l0y,,$137.59,,$0.00,$91.23,90.00,,
15,319. EGO String Trimmer,$219.00,$10.32 $229.32,4 y/ Above Avg. y,$78.63,$150.69,,$0.00,$78.63,$0.00,,
15,Orig. Desc. - Yard blower 56V,,,,,,,,,,,
15,GARAGE STORAGEAVORKSPACES,|,,,,,,,,,,
15,320. Tool belt/apron / pouch LEA,29.00,$10.79 $239.79,10 y/ Above Ave. /20,$71.94,$167.85,,$0.00,$71.94,$0.00,,
15,,,,y,,,,,,,,
15,321. Toolbox,,$6.08 $135.08,lyf Ave. 20y,$6.75,$128.33,,$0.00,$6.75,$0.00,,
15,TOOLS,,,,,,,,,,,
15,322. Car battery charger,$124.89,$5.88 $130.77,20 y/ Avg.,$104.6,$26.16,,$0.00,$104.61,$0.0,,
15,‘The amount of RC Benefits remaining and/or paid is subject to,policy limitations.,,,,,,,,,,
15,* amount is part of current payment,,,,,,,,,,,
15,© indicates depreciation is non-recoverable,,,,,,,,,,,
15,,,,,,,,,Page:16,,,
16,,,,,,,,— RC,,,,
16,,,,,,,Actual,,,,,
16,Deseription,,Estimate,,Less,,Replacement,,Estimated,,,
16,,,Amount,Taxes Cost Total,,Value,Cost w/Tax,Paid,Remaining,Pending,Payment,
16,323. OBD Code Reader,,,S131,20y,$125.64,,$0.0,$125.66,,$0.00,
16,Orig. Dese. - Cement mixer,,,,,,,,,,,
16,"324, Circular saw",1.00 EA,$74.99,$3.53 $78.52,"8 y/ Avg, 20y",47.11,,$0.00,,,$0.00,
16,325. bit and charger,,$169.00,$7.96 $176.96,,$150.42,,$0.00,$26.54,,$0.00,
16,Orig. Drill/Driver bit - Individual,,,,,,,,,,,
16,326 Power,,,,My =,,,$0.00,$2183,,$0.00,
16,"327, Rachet Electric",,,985,,,,$0.00,$3283,,$0.00,
16,"Orig, Dese.« Hand saw",,,,,,,,,,,
16,328. to! set,,,$60 $46.58,= SB.,$13.29,,$0.00,,,90.00,
16,Wrench,,,,,,,,,,,
16,system,,,,,926.18,,$0.00,578.53,,90.00,
16,330. Jointer / Planer / Shaper,LOOEA,,$102,My,,,$0.00,$15.60,,90.00,
16,331.,,,$702,,,,$0.00,923.40,,90.00,
16,Onig. Desc. - Miter saw - Power,,,,,,,,,,,
16,332. Saw - Circular,,$248.00,$259.69,Oy,$233.72,,$0.00,$25.97,,$0.0,
16,Orig. Multi-tool - Leatherman,,,,,,,,,,,
16,333. Saw - Corded,1.00 EA,$74.9,$353 $78.52,8 yf Avg. $314],47.11,,$0.00,,,$0.00,
16,Orig. - Tape measure,,,,,,,,,,,
16,"334, String trimmer",,$249.00,$11.23 $260.33 4 yf,Above Avg. /20 y $3129,$229.44,,$0.00,$129,,$0.00,
16,Orig. - Parts washer,,,,,,,,,,,
16,335 Pole aw,EA,,,,,,m0,,,MD,
16,"Orig, Cho saw",,,,,,,,,,,
16,136 Power Sande,,,,,,,,,,,
16,"Orig,",,,,,,,,,,,
16,337. Brake Bleeder Kit,,410.0,$1932 4932,Avg 3219,,,,$321.99,,$0.0,
16,Orig. Dese. - Table saw,,,,,,,,,,,
16,338. Ball Joint Remover / Install Kit,1.00 EA,$677.38,$31.92 $709.30,20y 354.65,$354.65,,$0.00,$354.65,,$0.00,
16,Orig. Desc. - Tie rod too! - Automotive,,,,,,,,,,,
16,339. Torque wrench,,$105.00,3495 $109.95,8 Ave. 220 y $43.8,$5.97,,$0.00,,,9.0,
16,MO. Wrench - Air Impact,1.00 EA,$129.50,$6.10 $135.60,Avg. 20y $33.91,$101.69,,$0.00,$33.91,,$0.00,
16,‘The amount of RC Benefits remaining and/or,paid is subject to policy,"limitations,",,,,,,,,,
16,* amount is part of current payment,,,,,,,,,,,
16,© indicates depreciation is non-recoverable,,,,,,,,,,,
16,5154K577),,,,,,,,,,,
17,,,,,,,,—,RC,,,
17,,,,,,,Actual,,,,,
17,,Estimate,Replacement,,Less,,Replacement,,Estimated,,,
17,,Amount,Taxes Cost Total,¢/ Cond. / Life,recistion,Value,Cost,Paid,,Pending,Payment,
17,Orig. Dese. - All-purpose combination hand toot set,,,,,,,,,,,
17,SPORTING ACTIVITIES,,,,,,,,,,,
17,341. Olympic weight Bench,,,,,$73.09,,$000,,,90.00,
17,Orig. Desc. - Duck Boat,,,,,,,,,,,
17,"V2, Mavey Cage System",,,,,,,9000,,,90.00,
17,Orig. Desc. - Canoe,,,,,,,,,,,
17,"43, Weight Bench Preacher Cul",$0000,994,,,,,,,,$0.00,
17,etl bat,,,,,,,,,,,
17,Weight Bench,,,,,,,,,,$0.00,
17,"Orig, Desc - Boat - Fishing",,,,,,,,,,,
17,65. Cap Olympic Curl Bar,$38.00,,,,,,,1990,,$0.00,
17,,,,|,,,,,,,,
17,Orig. Boat - Pontoon,,,|,,,,,,,,
17,"46, Lionsooo 4 Olypic Ba LODEA",,,,,$43.98,,$000,$43.98,,90.00,
17,,,|,,,,,,,,,
17,Orig. Dese. - Boat - Inflatable,,|,,,,,,,,,
17,"47, Dumbell",,,,,,,,,,$0.00,
17,"Orig, ese. - Kayak",,,,,,,,,,,
17,,,|,,,,,,,,,
17,"U8, w/ stand",,,,,,,90.00,,,$9.00,
17,Orig. Desc. - Windsurfing - Complete board & sail set,,,,,,,,,,,
17,349. Treadmill,,$680.63,3 yf Above Avg. /I0 y,$122.51,$558.12,,$0.00,$122.51,,$0.00,
17,350. Skateboard,40000,HIB 8S,Avg. /l0y,$125.66,$293.19,,$0.00,$125.66,,$0.0,
17,351. Drink Food cooler 60,,,,,$13.98,,,,,$0.00,
17,|,|,,,,,,,,,,
17,Orig. Desc. - Drink / Food cooler,,,,,,,,,,,
17,"382, Drink Food Cooter 120",,,,,,,,,,$0.00,
17,Orig. Desc - Field hockey stick,,,,,,,,,,,
17,ELECTRONICS/MULTIMEDIA,,,,,,,,,,,
17,353. Kala KA-15 Tenor Bundle -,,$314.14,Avg Sy,,$283,,$0.00,$251.31,,90.00,
17,Natural Mahogany,,|,,,,,,,,,
17,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
17,Orig. Dese. - Speaker stand,,,,,,,,,,,
17,"354, Ukulele 1.00 EA",$120.0,$5.65 $125.65,5 y/ Above 20y,$18.85,$106.80,,$0.00,,,$0.00,
17,* The amount of RC Benefits remaining and/or paid is subject to,policy limitations.,,,,,,,,,,
17,* amount is part of current payment,,,,,,,,,,,
17,> indicates depreciation is non-recoverable,,,,,,,,,,,
17,5154K577),,,,,,,,,,,
18,,,,,,,,,r—,——,,
18,,,,,,,,Actual,,,,
18,Description,Estimate,,Replacement,,Less,Actual Cash,,,Estimated,,
18,,Amount,Taxes,Cost Total,,Depreciation,Value,Cost,Paid Remaining,Pending,Payment,
18,"Orig, Dese. - Stereo receiver",,,,,,,,,,,
18,"355, Stereo system",,,,,,PRICE,,$0.00,$0.00,$0.00,
18,,,,,,,SOURCE,,,,,
18,"356, Speaker - Floor / Tower Equalizer",,,,,,PRICE,,$0.00,$0.00,$0.00,
18,,,,,,,SOURCE,,,,,
18,Orig. Desc. - Speaker - Floor / Tower,,,,,,,,,,,
18,357. Speaker Tower w/ Equalizer,,,,,,PRICE,,$0.00,$0.00,$0.00,
18,,,,,,,SOURCE,,,,,
18,Orig. Desc. - Shortwave or worldband radio,,,,,,,,,,,
18,358. TV -LCD/ LED-LCD 32 inch 1.00 EA,$230.00,S10.84,$240.84,Syl Avg. fy,$120.2,$120.42,,$0.00,$120.42,$0.00,
18,Smart TY,,,,,,,,,,,
18,Orig. - TY -LCD 40-49 in.,,,,,,,,,,,
18,359. TV - LCD /LED-LCD 55-59 in. 1.00 EA,$350.00,$16.49,$366.49,Avg.,$109.95,$256.54,,$0.00,$109.95,$0.00,
18,Subtotals,"$13,182.08",,"$13,803.20",,,"$8,613.82","$0,00",$0.00,"$5,189.38",$0.00,
18,Main Level - Carport,,,,,,,,,,,
18,"COVERAGE B - PERSONAL PROPERTY - 4 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,,
18,"360. Beer Pong Table Point Pong, 1.00 EA",$127.91,$6.03,$133.94,lyfAve,= $13.39,$120.55,,$0.00,$13.39,$0.00,
18,PPTABLE,,,,,,,,,,,
18,Wayfair - 10/16/2023,,,,,,,,,,,
18,Orig. Dese. - Beer Pong Table,,,,,,,,,,,
18,"361.48 Folding Table,",,,,,,DOCUMENTATI,,$0.00,$0.00,$0.00,
18,R244823BULKSTABLEPALLET,,,,,,ON,,,,,
18,Wayfai - 10/16/2023,,,,,,,,,,,
18,Orig. Dese. - Folding Table,,,,,,,,,,,
18,FURNITURE & DECOR,,,,,,,,,,,
18,"362, Flooring / Fatigue mat",$140.00,$6.60,$146.60,10 y/ Avg. 20y,$3.30,$73.30,,$0.00,$73.30,$0.00,
18,"363, Audio rack / cabinet 1.00 BA",$185.00,$8.72,$193.22,6 yf Ave. 20y,$58.12,$135.60,,$0.00,$58.12,$0.00,
18,"364, Floor lamp 1.00 EA",$160.00,$7.54,$167.4,4y/ Avg.,$67.02,$100.52,,$0.00,$67.02,$0.00,
18,365. Table amp 1.00 EA,$89.00,$4.19,$93.19,4 yf Avg,937.28,$5591,,$0.00,$37.28,$0.00,
18,366. Table - Accent 1.00 EA,$136.00,,$142.41,Sy/ Avg.,,$106.81,,$0.00,935.60,$0.00,
18,367. Chair 1.00 EA,$330.0,$15.55,$345.55,Avg.,,$103.66,,$0.00,$241.89,$90.0,
18,CURTAINS/DRAPES,,,,,,,,,,,
18,"368, Window valance 1.00 EA",$22.00,,$23.04,Avg.,$16.13,$691,,$0.00,$16.13,$0.00,
18,369. Curtains / drapes,$30.00,,$3141,8 yf Av. /I0y,$25.13,$6.28,,$0.00,$25.13,$0.00,
18,‘The amount of RC Benefits remaining and/or paid is subject to policy,limitations.,,,,,,,,,,
18,* amount is part of current payment,,,,,,,,,,,
18,© indicates depreciation is non-recoverable,,,,,,,,,,,
18,,,,,,,,,,Page:19,,
19,,,,,,,,,,,<>,
19,,,,,,,,,,juoued,"Jo si ,",
19,,,,,,,,,cy,st pred soypue,jo yunowre y,
19,,,,,,,,,,001,GAC,
19,,,wes,,,,,6855,,,,
19,woos,,ows,,,,eS,sts,,001,,
19,Wes,,,,,,,,WEIS,W,AL,
19,,W000,,,woos,,,,,W 69-09,AL,
19,wes,,W005,,,,,Soles,Oss,W 6646,AL ‘16,
19,,£90875,000s,,,,,,,VEO W,AL,
19,wes,,wos,,,,,,,,“696,
19,Wes,6075,wos,,OOS,,,1608,wars,/,309,
19,,,,,,,,,Osis,,,
19,,,wos,TS,,,,,,val,ya “996,
19,,tS,oes,,,,,,,,duuny,
19,,,,,,,,,,,-,
19,,,,,,,,,,195.00,- OS,
19,,,,,OS,,,,,001,,
19,00'0S,,,,,,,,,va 001,“|,
19,wes,,0008,,,,,1S,wos =,/,| HS -,
19,,,W005,,"26 605""",,ees,,,,“64,
19,,les,wos,,,,,Ta,,,,
19,wes,,,,,,,,,,“Lif,
19,,,,,woos:,=,,,,001,aq,
19,00s,,oes,,,,,,,001,,
19,wos,,,,,,,,,,“pee,
19,Wes,,os,,,,,,,,,
19,,,wos,,wes,,,U7,,,eq poods -Sunxog,
19,,,,0661S,8,,,,,001 eq,-,
19,0005,,,16025,,,HOS,,,Qy,,
19,,,,annoy,,,,,,,,
19,,,—,,,,,,,,,
20,,,,,,,,,,,,
20,,,,,,,,,,,,
20,,,,,,,,,,,yoafqns st pred,
20,,,,,,,Agu day Az,,,66295,,
20,,,wes,,,,,,,6751S,¥9001,
20,Wes,,,,,,,,why,OOSSIS,,
20,,,,,,,Bay,21985,,,,
20,,,,,,,day,,,,001,
20,,,000s,,PL,,,,,,va 0,
20,,,,,,,Aqy,,,,09,
20,,,,,£3298,I,,gs,,,,
20,0s,148,,,,68,,,,,,
20,wes,76.075,,,,,,,,,,
20,,,,,,,,,,|,,
20,,OCIS,ws,,,,,EUS,9,,,
20,,,,,,,,,,,,SUH
20,ones,,,ores,,,,,,,,
20,,,oes,,9TOSS,,,,,00'095,,
20,,,,,,,,,,,,
20,,,,,,,,,ores,,,
20,,,wes,,,,,,96215,,001,
20,,,,,,prs,,eS,IvIS,,,
20,,WSS,,,,WSS,Ko],,608,,,
20,,,,,,,Ray Say,(8295,(87S,,001,
20,Wes,,,,,,,,,,,
20,,,,,,,kg,,,,,
20,0005,8875,0005,,,,,,,,,
20,,,,,,woos,,,,,001,
20,,,—,,,,,,,,,
21,,,,,,,,,,,,
21,,,,,,,,,,,,
21,,,,,,,,,,,0),pied
21,,$695,wos,,,,,,als,,,
21,,,,,,,,,198,,,
21,ones,seis,wes,,,,Kg Gay,,,,,
21,,,,,,,ay,,,,,
21,,,wos,,,Koy,,,,,,
21,wes,,woos,,,,Bay,¢,,,Vd,0+
21,,,woos,,,,,,,,,
21,ones,,,,,,,OT TIS,0788,,,
21,,ES,,,,=,,,,,,009
21,,,W005,,,,Kou ay Kor,,1%,,,
21,,,,,,Kqy,Say,,,,,
21,,,,,,,,,,,,
21,wos,,,,,,,,,,,
21,woos,LOIS,,,,,,,,,,
21,,,,,,,,,,,,
21,wus,,000s,,Lt,,,,Uz,,,001
21,,GEIS,000s,,GEIS:,Kou,,,1795,,,
21,wos,,woos,,,,,Wes,,66°88,,
21,wes,066125,,,,,,,,,,
21,,,,,,,,,,,,
21,,(LOIS,oes,,,,,,,,,
21,ores,,,,,,,,,,,001
21,,,,[tay,7],,,,,,,
21,,,——,,,,,,,,,
22,,,,,,,,,,,,
22,,,,,,,,,,,,juaumo jo
22,,,,,,,,,0),si pred,Jo/pue,
22,,,,,,,,ores,,,,
22,,,,,,,,IS,,,,pe
22,,,,,,Bay,,Hs,,,,
22,,,,,,,,7S,OOS,,,
22,,,,,,,,,wos,,,
22,,0°95,,,60%,,,,,‘YAO!,,
22,,al'ss,,9625,,,,,66265,,,
22,,,0005,,,,,9908,,,,
22,,,,SUIS,,,,,,,,vs dna
22,was,oes,wes,,,Kou,,,,,,
22,wes,,,80.025,,,,,,,,
22,,,wos,,,,,Lees,,,,
22,wos,,wos,96205,,,,Uz,,,,
22,wos,Peels,woos,,,,,,,,,
22,,,woos,,,,,,,Va 00,,-
22,000s,,,,,anogy,,,IGS,,,- Aignn
22,wos,,,96025,,ang $1,,HIS,,,,
22,000s,,,,wus,,,ovis,,v3 001,,
22,wes,,wos,Iss,,,,6625,,,,
22,Was,,wes,16595,,,gees,rts,,¥I007,,
22,,,,BOIS,Asp,Bay jh |,,,,,,
22,,,,,,jh |,,,,,,
22,,,woes,,Ag,,,97,86198,,,
