Page,,Amount,Taxes,Cost Total,,,Value,Cost,Paid,Remaining,Pending,Payment
8,179. Prescription medication / medicine - 35.00 EA $649.95,$0.0 $649.95,OB y/Avg By,,$595.79,,$0.00,$54.16,$0.00,,,
8,Enter price,,,,,,,,,,,
8,Quantity includes all household members.,,,,,,,,,,,
8,ELECTRIC [TEMS,,,,,,,,,,,
8,180. Air purifter / Air cleaner 2.00 BA $19.8,$15.08 $335.06,2 yf Above Avg.,40.21,$294.85,,$0.00,,$0.00,,,
8,Original receipt submitted .,,,,,,,,,,,
8,181. Dehumidifier 1.00 EA $127.99,$6.03 $134.02,2 y/ Above Avg,516.08,$117.94,,$0.00,$16.08,$0.00,,,
8,182. Massage chair $157.99,$7.44 $165.43,Avg.,$82.2,,,$0.00,$82.72,$0.00,,,
8,183. Foot massager $80.00,$3.77 $83.77,1 yf Avg.,8.38,$75.39,,$0.00,$8.38,90.00,,,
8,184. Handheld massager 1.00EA 540.00,$188 SAL $8,lyf Ave. /l0y,4.19,$37.69,,$0.00,,90.0,,,
8,185. Massage cushion / pillow 1.00 EA $55.00,$2.59 $57.59,0.5 y/ Above Avg.,,$55.86,,$0.00,$1.73,$0.00,,,
8,186. Neck & shoulders massager 1.00 EA $194.00,§9.14 §203.14,,560.4,$142.20,,$0.00,$60.94,$0.00,,,
8,‘The amount of RC Benefits remaining and/or paid is subject to policy limitations.,,,,,,,,,,,
8,* amount is part of current payment,,,,,,,,,,,
8,© indicates depreciation is non-recoverable,,,,,,,,,,,
8,5154K577),,,,,,,Page:9,,,,
9,,,,,,,,Actual,,,,
9,Description,Estimate,,,,Less,,,,Estimated,,
9,,Amount,Taxes,Cost Total,Li,,Value,Cost w/Tax,Paid,Remaini,,
9,Subtetals,"$10,331.34",$456.16,,,"$3,349.67","$7,437.83",$0.00,$0.00,"$3,349.67",$0.00,
9,Main Level - Living Room,,,,,,,,,,,
9,FURNITURE,,,,,,,,,,,
9,"COVERAGE PERSONAL PROPERTY - 4 FIRE, LIGHTNING, &",REMOVAL,,,,,,,,,,
9,187. Sofa - Sectional 1.00,EA $900.00,,,Avg. NOy,$153.93,$188.48,,$0.00,$753.93,$0.00,
9,188. Sofa / Couch 1.00,EA $399.00,,S136,Avg.,,4470.68,,$0.00,$470.68,$0.00,
9,189. Chair / ottoman set,EA,$21.20,,Avg,$376.%,$94.24,,$0.00,$376.96,$0.00,
9,"190. Chair - Office 1,00",BA $330.00,$15.55,,Syl Avg,$12.8,$172.77,,$0.00,$172.28,$0.0,
9,Orig. Desc. - Chair,,,,,,,,,,,
9,I91. Chair Massage 1.00,EA $500.00,93.56,$523.56,Avg,$314.14,$209.42,,$0.00,$314.14,$0.0,
9,Dese. - Chair - Recliner - Leather,,,,,,,,,,,
9,192. Bench,$200.00,$9.42,,Avg.,$167.54,$4188,,90.0,$167.54,$0.00,
9,193. Dog Kennel,$139.99,$6.60,$146.59,Avg. 20y,$14.6,$131.93,,$0.00,$14.6,$0.0,
9,Orig. Desc. - Portable fireplace,,,,,,,,,,,
9,194. Entertainment center - High grade,,,,,,NEED MORE,,$0.00,$0.00,$0.0,
9,,,,,,,INF,,,,,
9,Orig. Desc. - Entertainment Center,,,,,,,,,,,
9,ELECTRONICS,,,,,,,,,,,
9,195. 4 Independent Channel 1.00,EA $39.99,$1.88,$41.87,Ave.,$20.94,920.93,,,920.94,0.0,
9,"TENS EMS Unit, 24 Level",,,,,,,,,,,
9,Intensity Muscle Stimulator Machi,,,,,,,,,,,
9,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
9,"Orig. Desc, - Tens Pro EMS",,,,,,,,,,,
9,196. Dorjoy leeman,$338.00,$1593,$353.93 ly! Above,Avg.,52124,$332.69,,$0.00,9124,$0.00,
9,Orig. Desc. - Digital media streaming device |,,,,,,,,,,,
9,(97. REVO the Original Smart 200EA,,$1357,,My,$9047,,,$0.00,$90.47,$0.00,
9,Cupping Therapy Massager with Red,,,,,,,,,,,
9,Light Therapy for Targeted Pai,,,,,,,,,,,
9,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
9,Orig. Dese. - Cupping Kit,,,,,,,,,,,
9,"198. RENPHO Massage Gun with Heat,",$99.99,,$104.70,Avg.,,$73.29,,$0.00,,,
9,Percussion Muscle Mini Massage Gun,,,,,,,,,,,
9,"for Athletes, Handheld Deep Ti",,,,,,,,,,,
9,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
9,* The amount of RC Benefits remaining and/or paid is,subject to policy limitations.,,,,,,,,,,
9,* amount is part of current payment,,,,,,,,,,,
9,© indicates depreciation is non-recoverable,,,,,,,,,,,
9,5154K577),,,,,,,,,,,
10,,,,,,,RC,—,,,,
10,,,,,,Actual,,,,,,
10,Description Estimate,Replacement,,Less,Actual Cash,Replacement,,,,,,
10,Amount,Taxes,,,Value,Cost w/Tax,Paid,Remaining Pending,Payment,,,
10,Orig. Desc. - Massage gun,,,,,,,,,,,
10,199. Apple MacBook Air MJVM2LL/A,,,,DOCUMENTATI,,$0.00,$0.00,$0.0,,,
10,Laptop (1.6 GHz Intel Core,,,,ON,,,,,,,
10,"15, 128 GB Hard Drive, Integra",,,,,,,,,,,
10,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
10,Orig. Dese. - Laptop/Notebook computer - Less than [5 inch,,,,,,,,,,,
10,200. Laptop/Notebook computer - Apple,,|,,DOCUMENTATI,,50.00,$0.00,$0.0,,,
10,Desk Top,,,,ON,,,,,,,
10,Orig. Desc. - Laptop/Notebook computer - Less than 15 inch - High grade,,,,,,,,,,,
10,201. Blu-ray player 1.00 EA,$92.14,,$27.65,,,$0.00,$27.65,$0.00,,,
10,202. Window air conditioner/heater 2.00 EA H08.0,$19.22 M2722,,5170.89,,,50.00,$170.89,$0.0,,,
10,203. Portable Air conditioner 2.00 EA $598.00,928.18 $626.18,0.25 y Avg.,515.65,$10.53,,$0.00,$15.65,$1.0,,,
10,Desc. - Air purifier / Air cleaner,,,,,,,,,,,
10,MULTIMEDIA,,,,,,,,,,,
10,204. Video game - System / Console -,21.16 $410.16,Avg. Sy,594.03,$376.13,,$0.00,$94.03,50.00,,,
10,Xbox One §,,,,,,,,,,,
10,DECORATIVE ITEMS/ACCENTS,,,,,,,,,,,
10,205. Large Hawaiian [pa Heke Drum 1.00 EA $722.50,$34.04 $756.54,5 Above Avg.,$113.49,$643.05,,$0.00,$113.49,$0.0,,,
10,"Instruments, Natural Ipu Heke Rhythm",,,,,,,,,,,
10,Hawaiian Percussi,,,,,,,,,,,
10,Amazon on Amazon.com -,,,,,,,,,,,
10,Orig. Desc. - Display bowl,,,,,,,,,,,
10,206. Floor lamp / torchiere 1.00 EA 40.00,$1.88,7 yf Above Avg. /I0y,$17.9,,,$0.00,$17.59,$0.00,,,
10,207. Tiki Statve 400.00,$18.85,yl Avg. /I0y,,83.77,,$0.00,$335.08,$0.0,,,
10,Orig. Desc. - Table lamp,,,,,,,,,,,
10,Subtotals $6890.46,$324.67 $7218.13,,$3209.13,$4006.00,$0.00,$0.00,$3209.13,$0.00,,,
10,Main Level - Kitchen,,,,,,,,,,,
10,APPLIANCES,,,,,,,,,,,
10,"COVERAGE B - PERSONAL PROPERTY - 34 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,,
10,208. - Enter price,,,,,,,,$0.00,,,
10,209. Electric ranges / Ovens - Enter price,,,,,,9000,$333.47,$0.00,,,
10,210. Microwave - Countertop,$130,,,48.69,,,,$0.00,,,
10,SMALL APPLIANCES,,,,,,,,,,,
10,* The amount of RC Benefits remaining and/or paid is subject to policy limitations.,,,,,,,,,,,
10,* amount is part of current payment,,,,,,,,,,,
10,indicates depreciation is non-recoverable,,,,,,,,,,,
10,5154K577),,,,,,,|,,,,
11,,,,,,,,——,,,,
11,,,,,,Actual,,,,,,
11,Description,Estimate,Replacement,Less,Actual Cash,Replacement,,Estimated,,,,
11,,Amount,Taxes,e/Cond./Life,Value,Cost,Paid,Remaining Pending,Payment,,,
11,211. Fire extinguisher 1.00,EA $29.98,$31.39,Syf Ave. 20y,$23.54,,$0.00,$735,$0.00,,,
11,212. Rice cooker / Steamer,$152.79,$7.20 $159.9,Sy! Avg. $80.00,$79.99,,$0.00,$80.00,$0.0,,,
11,213. Slow cooker / Crock pot,$59.95,$2.82 $62.77 3 yf,Above Avg. /10 y $1130,$51.47,,$0.00,$1130,50.0,,,
11,"214, Hand blender",$49.95,$235 $32.30,,$26.14,,$0.00,$26.16,$0.00,,,
11,"215, Hand mixer",$39.95,$1.88 M183,JylAve,,,$0.00,$12.55,$0.00,,,
11,"216, Food mill / Processor 1.00",EA $39.95,$1.88 M183 O42,y/ Ave $1.16,$40.07,,$0.00,$1.76,$0.00,,,
11,maker 1.00,EA 345.0,$2.12 $47.12 0.42,Above he $1.18,45.94,,$0.00,$1.18,$0.00,,,
11,218. Coffee - Brewer / Maker,$62.99,$2.97 $65.96,ty $32.9,9297,,$0.00,92%,,,,
11,219. Toaster - Conventional,EA $38.99,$1.34 540.83,Syl Avg. /I0y $00.2,9041,,$0.00,$20.42,,,,
11,"220, Food processor",$39.99,$138,,$20.93,,$0.00,920.94,90.00,,,
11,DDI. Deep fryer,LOOEA $02.9,$203,,$22.50,,$0.00,92252,$0.00,,,
11,222. - Electric,,,,$68.03,,$0.00,$68.04,$0.00,,,
11,"223, Stand mixer",$199.99,$9.42 $209.41,=,$104.70,,$0.00,$104.71,$0.00,,,
11,224. Rotisserie oven,EA $171.00,$8.06,,$3581,,$0.00,$143.25,$0.00,,,
11,"205, Bole / can",,$056,,,,$0.00,91.14,$0.00,,,
11,226. Can / Jer opener - Electric 1.00,EA,$0.53,| $59,$592,,$0.00,$5.94,$0.0,,,
11,227. Kitchen knife sharpener 1.00,EA $2239,$1.06 $23.45,Sy! Avg My . $587,$17.58,,$0.00,$5.87,$0.00,,,
11,COOKWARE/BAKEWARE,,,,,,,,,,,
11,"208, Cookware set =",,$39.58,,,,$000,,$0.00,,,
11,229. Cooking pot 1.00,EA $8.99,$0.42,Sy! Ave. 20y,$7.05,,$0.00,$2.36,$0.00,,,
11,230. Wok / stir fry pan 1.00,BA $132.99,27 $13926,Ae Noy $482,$104.44,,$0.00,$34.82,$0.0,,,
11,231. Roaster pan,EA 43.9,$2.07 $46.06,Syl Avg. SIL52,$34.54,,$0.00,SII.52,$0.00,,,
11,232. Double boiler,100EA,$2.09,,$3491,,$0.00,$11.63,$0.00,,,
11,"Orig. Desc, - Fry pan/ saute pan / skillet",,,,,,,,,,,
11,233. Bakeware set,LOOEA,,,578.53,,$0.00,$26.18,0100,,,
11,"234, Baker dish",$59.99,$223 $282,,7.11,,$0.00,$1571,$0.00,,,
11,"235, CBK-100 Bread Maker,",,$608 $135.08,,,,90.00,$1621,90.00,,,
11,Orig. Dese.- Bread maker,,,,,,,,,,,
11,‘The amount of RC Benefits remaining and/or paid is,"subject to policy limitations,",,,,,,,,,,
11,* amount is part of current payment,,,,,,,,,,,
11,© indicates depreciation is non-recoverable,,,,,,,,,,,
11,5154K577),,,,,,,,,,,
12,,,,,,,Actua!,,,,,
12,Deseription,Estimate,Replacement,,Less,ActualCash,,,Estimated,,,
12,,Amount,Taxes Cost Tott!,"Cond, / Life",recistion,Value,Cost wTax,Paid,Pending,Payment,,
12,236. Cake pan 2.00 EA,$59.98,$2.83 $62.81,Syl Avg.,$9.42,$53.39,,$0.00,$9.42,$0.0,,
12,"237, / cupcake pan 1.00",EA $23.73,$1.12 $24.85,Ave,$3.73,$21.12,,$0.00,$3.73,$0.0,,
12,238. Cookie sheet 1.00 EA,49.9,$236 $5235,Avg.,$7.85,$44.50,,$0.00,$7.85,$0.00,,
12,"239, Casserole dish EA",$108.00,$5.09 $113.09,3 Above Ave. 20y,$10.18,$102.91,,$0.00,$10.18,$0.00,,
12,240. Cooling rack 2.00 EA,$56.00,$2.64 $58.64,Ave,$17.59,,,$0.00,$17.59,$0.0,,
12,244. Rolling pin,$26.0,$1.23 $27.23,Avg. 20y,,,,$0.00,$4.08,$0.0,,
12,DINNERWARE & SERVING PIECES,,,,,,,,,,,
12,242. Dinnerware set - 16 pc - Casual 1.00,EA $130.00,$6.13 $136.13,Syl Avg.,$4.0,$102.10,,$0.00,$34.03,$0.00,,
12,i,,,,,,,,,,,
12,243. Bowl - Vegetable - Casual,$63.00,$2.97 $65.97,Avg. 20y,$16.49,49.48,,$0.00,$16.49,$0.0,,
12,"244, Bowl - Salad / Serving - Casual",$29.0,$137 $3037,Sy! Ave. 20y,571.9,$22.78,,$0.00,$7.59,$0.00,,
12,,,,,,$26.70,,$0.00,$8.90,,,
12,245. Bow - Fruit - Casual dinnerware,$34.00,$1.60 $35.60,Syl Avg. 20y +,$0,,,,,$0.00,,
12,246. Bow! - Sugar dinnerware 1.00,EA $25.00,$1.18 $26.18,5 yf Above Avg. (20 y,3.93,922.25,,$0.00,$3.93,8.00,,
12,247. Salt & pepper shaker - Casual,49.9,$236 $52.35,Ave. 20y,$13.09,$39.26,,$0.00,$13.09,$0.00,,
12,i,,,,,,,,,,,
12,248. Cake plate - Serveware,$29.95,$31.36,,= $7.53,$23.83,,$0.00,$753,$0.00,,
12,GLASSWARE,,,,,,,,,,,
12,"249, Platter 1.00",EA $64.00,$3.02 $67.02,8 yf Avg.,$2631,4021,,$0.00,$26.81,9.00,,
12,"250. Mug 5,00",EA $50.00,$236 $52.36,Syl Avg. 20y,$13.09,939.27,,$0.00,$13.09,80.00,,
12,251. Water bottle / canteen / Thermos 5.00,EA $250.00,$1.78 $261.78,3 y/ Above Avg.,1.12,$214.66,,$0.00,47.12,9.0,,
12,252. Teacup & saucer - Casval 1.00,EA $50.00,$2.36 $52.36,6 y/ Above Avg. 20y,$9.42,$42.94,,$0.00,$9.42,$0.00,,
12,dinnerware,,,,,,,,,,,
12,253. Glasses and cups set - 4pc.,$67.99,$3.20 $71.19,Avg 20y,$2136,$49.33,,$0.00,$2136,$0.00,,
12,254. Corkscrew / remover,$16.9,$0.80 $17.79,1 yf Above Ave. /20 y,0.53,$17.26,,$0.00,$0.53,$0.00,,
12,255. Tea kettle 1.00BA,329,$2.03 $45.02,0.5 y/ Above Avg. 20,,34435,,$0.00,$0.67,,,
12,,|,,y,,,,,,,,
12,FLATWARE,,,,,,,,,,,
12,256. Silverware - Casual place setting - § 1.00,EA $130.00,$6.13 $136.13,Syl Ave. 20y,$34.03,$102.10,,$0.00,$34.03,$0.0,,
12,pe,,,,,,,,,,,
12,257. Silverware/Flatware - Casual 1.00,EA,$3.96 §87.%,Sy/ Avg. 20y,$21.9,$65.97,,$0.00,921.99,$0.00,,
12,serving/Hostess set,,,,,,,,,,,
12,LINENS,,,,,,,,,,,
12,258. Kitchen towel,$29.9,$31.40,Syl Ave. Sy,$25.12,$6.28,,$0.00,925.12,$0.00,,
12,* The amount of RC Benefits remaining and/or paid is,subject to policy limitations.,,,,,,,,,,
12,* amount is part of current payment,,,,,,,,,,,
12,© indicates depreciation is non-recoverable,,,,,,,,,,,
13,,Estimate,Replacement,,Less,Actual Cash,,,Estimated,,,
13,,Amount,Taxes Cost Tote!,¢/Cond./Life,,Value,Cost w/Tax,Paid,Remaining,Pending,Payment,
13,259. Pot Holder 1.00,EA $23.99,$1.13 $25.12,Syl Avg Sy,$20.09,$5.03,,$0.00,,,$0.00,
13,260. Oven Mitt,$37.9,$1.79 $39.78,Ave. Sy,$31.82,$7.96,,$0.00,$31.82,,$0.00,
13,TABLEWARE & STORAGE,,,,,,,,,,,
13,261. Tabletop bottle holder/Wine rack,$52.00,$2.45,yf Above Avg. /20 y,$1.63,$52.82,,$0.00,$1.63,,$0.00,
13,262. Spice rack,$54.99,$2.59 $57.58,5 y/ Avg. /I0y,$28.80,$28.78,,$0.00,$28.80,,$0.00,
13,263. Fruit holder 1.00,EA $2124,$1.00 $22.24,Avg,$6.67,$15.57,,$0.00,$6.67,,$0.00,
13,264. Paper towel holder,$21.99,$23.03,| Above Avg.,$138,931.65,,$0.00,$1.38,,$0.00,
13,265. Recipe box 1.00,EA $46.00,§2.17 $48.17,2 y/ Above Avg. /I0y,$5.38,,,$0.00,$5.78,,$0.00,
13,266. Canister set 3-4 pes - Kitchen 1.00,EA $38.24,$1.80 $40.04,0.5 y/ Above Avg. /10,$1.20,$38.84,,$0.00,$1.20,,$0.00,
13,utility - Cutting boards 1.00,EA $23.99,$1.13 $25.12.,| Above Avg.,$0.15,94.37,,$0.00,80.75,,$0.00,
13,268. Kitchen scale 1.00,EA $10.99,S052,Syl Avg Sy,$921,$230,,$0.00,,,$0.00,
13,269. Lunchbox,$67.96,$3.20 $71.16,lly,=,498],,$0.00,$21.35,,$0.00,
13,20. Microwave cookware [00,EA $142.00,$6.69 $148.69,Syl Avg.,$74.35,$74.34,,$0.00,$74.35,,$0.00,
13,271. Cookbook,$29.9,$14] $31.40,Syf Avg. /Sy,$25.12,,,$0.00,,,$0.00,
13,KITCHEN,,,,,,,,,,,
13,272. 1.00,EA $12.99,$0.61 $13.60,$yf Ave.,$4.08,$9.52,,$0.00,$4.08,,$0.00,
13,273. lee cube tray,$19.9,$0.94 $20.93,Avg.,4.19,$16.74,,$0.00,$4.19,,$0.00,
13,,,,|,|,,,,,,,
13,"274, Ice cream scoop 1.00",EA $14.9,$0.71 $15.70,Avg.,$7.86,$7.84,,$0.00,$7.86,,$0.00,
13,"275, Spatula",4.00EA 41%,$50.2,Syl Avg.,$25.11,95.11,,$0.00,$25.11,,$0.00,
13,26. Potato masher,$22.00,$104 $23.04,Syl Avg. 20y,$5.16,$17.28,,$0.00,$5.16,,9.00,
13,277. Measuring cup set 100,EA $32.00,$15] $3.51,Syl Ave.,$16.76,$16.75,,$0.00,516.76,,$0.00,
13,278. Whisk / wire whisk,FA $14.99,,Sy/ Avg. 20y,393,S177,,$0.00,$3.93,,$0.00,
13,279. Kitchen timer,LEA $29.00,$3037,Syl Avg. Sy,$24.30,$6.07,,$0.00,$24.30,,,
13,280. Ladle /Spoon,400EA,$264,,,$4398,,$0.00,$14.66,,50.00,
13,281. Potato / vegetable peeler 1.00,EA $32.99,$1.55 $4.54,Ay! Avg.,$13.82,920.72,,$0.00,$13.82,,$0.00,
13,282. Pizza cutter 1.00,EA $25.00,$1.18 $26.18,2yf Avg.,$5.24,$20.94,,$0.00,$5.24,,$0.00,
13,283. Cookie press / cutters,$9.44,$0.44 $9.88,8 yl Ave Sy,,$1.98,,$0.00,$7.90,,$0.00,
13,284. Baster / brush 2.00,EA $21.98,$23.02,Ave Sy,$1381,,,$0.00,$13.81,,$0.00,
13,285. Pasta fork 2.00,EA $77.00,$3.63 $80.63,Avg. Q0y,$20.16,$60.47,,$0.00,,,$0.0,
13,‘The amount of RC Benefits remaining and/or paid is,subject to policy limitations.,,,,,,,,,,
13,* amount is part of current payment,,,,,,,,,,,
13,© indicates depreciation is non-recoverable,,,,,,,,,,,
13,5154K577),,,,,,,,,,,
14,,,,,,,— RC,,,,,
14,Description Estimate,Replacement,,Less,Actual Cash,,,Estimated,,,,
14,Amount,Taxes Cost Tots!,,,Value,Cost wTax,Paid,Remaining Pending,Payment,,,
14,286. Tongs 10.00 EA $50.00,$2.36 $52.36,Avg. 20y,$13.09,$3927,,$0.00,$13.09,$0.00,,,
14,"287, Electric knife LOOEA $149.95",$7.07 $157.02,3 y/ Above Avg. /l0y,$28.26,$128.76,,$0.00,$28.26,$0.00,,,
14,288. Nut / Seafood cracker 1.00 EA $15.99,$0.75 $16.74,Sy/ Avg,8.38,$8.36,,$0.00,$8.38,$0.00,,,
14,289. Skimmer $19.00,$0.90 $19.0,=,,,,$0.00,$9.95,$0.00,,,
14,290. Sifter $22.00,$1.04 $23.04,Avg. /I0y,SID,$11.92,,$0.00,$11.82,$0.00,,,
14,291. Cooking thermometer 1.00 EA $22.99,$1.08 924.07,Sy! Avg,$12.04,$12.03,,$0.00,$12.04,$0.00,,,
14,292. Mixing bowl - Set (2-4) 1.00 EA $49.99,$2.36 $52.35,Syl,$13.09,$39.26,,50.00,$13.09,$0.00,,,
14,293. Cheese grater / sliver $25.00,$1.18 $26.18,,$10.47,$1571,,$0.00,$10.47,$0.00,,,
14,294. strainer $46.99,$49.20,2 yf Above Avg. /I0y,$5.91,$43.29,,$0.00,$591,$0.00,,,
14,295. Trivet / spoon rest 1.00 EA $17.00,$0.80,1 y/ Above Avg. y,80.53,$1727,,$0.00,053,$0.00,,,
14,"296, Vegetable chopper / slicer 1.00 EA $39.99",51.88 $41.87,| y/ Above Avg.,$2.51,$39.36,,$0.00,,$0.00,,,
14,297. Dish rack / draining rack $100.00,M7 $104.71,{ yf Above Avg. Oy,-%.28,$98.43,,$0.00,$6.28,$0.00,,,
14,298. Selad spinner $42.00,$1.98 343.58,y/ Ave Sy,$8.80,$35.18,,$0.00,,$0.00,,,
14,299. Pitcher $50.00,$2.36,_,$13.09,9927,,$0.00,$13.09,30.00,,,
14,,,7,,,,,,,,,
14,300. Kitchen funnel 510.99,$0.52,1 yf Avg. /l0y,SLIS,$10.36,,$0.00,$1.15,$0.00,,,
14,301. Flatware tray $52.00,$245 $54.45,Syl Avg.,$7123,2722,,$0.00,$27.3,$0.00,,,
14,302. Cell phone charger EA $244.95,$256.49,Avg,$5130,$205.19,,$0.0,$51.30,$0.00,,,
14,PERISHABLE/NON-PERISHABLE & CLEANING SUPPLIES,,,,,,,,,,,
14,303. Non-perishable unopened cleaning $56.99,$2.69 $59.68,OS yf Avg. My,0.00,$59.68,,$0.00,$0.00,$0.00,,,
14,supplies - Enter price,,,,,,,,,,,
14,304. Broom,$0.73 $16.21,Avg.,$3.25,$12.96,,$0.00,$3.25,$0.00,,,
14,305. Easy Wring Spin Mop And Bucket,“$19 078,| yf Avg. /10y,$3.98,$35.80,,$0.00,$3.98,$0.00,,,
14,"System, 148473",,,,,,,,,,,
14,Ace Hardware - 10/30/2023,,,,,,,,,,,
14,Orig. - Mop,,,,,,,,,,,
14,306. Dustpan,$0.94 $2094,,,$1885,,$0.00,$2.09,$0.00,,,
14,"Subtotals $7,937.18",,,,,$0.00,$0.00,"$2,663.05",$0.00,,,
14,Main Level - Laundry / Storage,,,,,,,,,,,
14,HOUSEHOLD APPLIANCES,,,,,,,,,,,
14,"COVERAGE B - PERSONAL PROPERTY - 34 FIRE, LIGHTNING, & REMOVAL",,,,,,,,,,,
14,"307, Air purifier / Air cleaner 1.00 EA $139.98",$6.60 $146.58,Ave.,$14.66,$131.92,,$0.00,$14.66,$0.00,,,
14,‘The amount of RC Benefits remaining and/or paid is subject to policy limitations.,,,,,,,,,,,
14,* amount is part of current payment,,,,,,,,,,,
14,© indicates depreciation is non-recoverable,,,,,,,,,,,
14,5154K577),,,,,,,,,,,
15,,,,,,,Actual,,,,,
15,,Estimate,Replacement,,Less,Actual Cash,,,Estimated,,,
15,,Amount,Taxes Cost Total,"Cond, Life",reciation,Value,Cost wiTax,Paid,Remaining Pending,Payment,,
15,308. Washer / Washing machine - Top- 1.00 EA,$625.00,§29.45 $654.45,0.25 yl Ave. y,$16.37,$638.08,,$0.00,$16.37,$0.00,,
15,loading,,,,,,,,,,,
15,Orig. Desc. - Washer Washing machine - Front-loading,,,,,,,,,,,
15,309. Rinnai RLS4IN Tankless Hot Water,,,,,COVERAGE A,,$0.0,$0.00,$0.00,,
15,"Heater, 9.8 GPM, Natural Gas, Indoor",,,,,,,,,,,
15,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
15,Orig. - Heater - Electric 50 Gallon,,,,,,,,,,,
15,310. Electric 1.00 EA,$800.00,$37.70 $837.70,0.25 yf Avg.,$20.44,$816.76,,$0.00,,50.00,,
15,311. Freezer - Chest,$467.00,922.0) 439.01,Ave.,$4231,$146.70,,$0.00,$342.31,$0.00,,
15,"312. Vacmaster VBY1210, §",,M47 SiH.69,Avg. 20y,$10.47,,,$0.00,$10.47,$0.00,,
15,Peak HP** WelDry Shop Vacuum with,,,,,,,,,,,
15,"Detachable Blower, Blue",,,,,,,,,,,
15,Amazon on Amazon.com - 10/9/2023,,,,,,,,,,,
15,Orig. Desc. - Vacuum - Handheld / Dustbuster,,,,,,,,,,,
15,413. Vacuum - Upright,$199.00,$9.38 $208.38,Syl Avg.,,5104.19,,$0.00,$104.19,$0.00,,
15,314. Steam cleaner 300 EA,$397.00,$221,Avg,9281.78,$657.49,,$0.00,,$0.00,,
15,LANDSCAPING/GARDENING/OUTDOOR EQUIPMENT,,,,,,,,,,,
15,315. Air compressor - Electric 1.00 EA,$380.00,$1791 $397.91,Sy! Avg.,$99.48,,,$0.00,$99.48,$0.00,,
15,316. Air Tool Kit Multipurpose 1.00 EA,$81.80,$385 $85.65,IS yf Avg. 20y,,QLAl,,$0.00,$64.24,$0.00,,
15,"Orig. Desc, - Air compressor - Gas",,,,,,,,,,,
15,"317, Kansept Knives Shard Framelock EA",5280.00,$13.19 $293.19,Avg. 20 y,,$190.57,,$0.0,$102.62,$0.00,,
15,"Folding Knife, Verticle, 3.5in stonewash",,,,,,,,,,,
15,finish S35VN stainless,,,,,,,,,,,
15,Optics Planet - 9/20/2023,,,,,,,,,,,
15,Orig. Desc. - Meat Smoker Verticle,,,,,,,,,,,
15,318. Wheelbarrow,$219.00,$10.32 $229.32,Avg. /l0y,,$137.59,,$0.00,$91.23,90.00,,
15,319. EGO String Trimmer,$219.00,$10.32 $229.32,4 y/ Above Avg. y,$78.63,$150.69,,$0.00,$78.63,$0.00,,
15,Orig. Desc. - Yard blower 56V,,,,,,,,,,,
15,GARAGE STORAGEAVORKSPACES,|,,,,,,,,,,
15,320. Tool belt/apron / pouch LEA,29.00,$10.79 $239.79,10 y/ Above Ave. /20,$71.94,$167.85,,$0.00,$71.94,$0.00,,
15,,,,y,,,,,,,,
15,321. Toolbox,,$6.08 $135.08,lyf Ave. 20y,$6.75,$128.33,,$0.00,$6.75,$0.00,,
15,TOOLS,,,,,,,,,,,
15,322. Car battery charger,$124.89,$5.88 $130.77,20 y/ Avg.,$104.6,$26.16,,$0.00,$104.61,$0.0,,
15,‘The amount of RC Benefits remaining and/or paid is subject to,policy limitations.,,,,,,,,,,
15,* amount is part of current payment,,,,,,,,,,,
15,© indicates depreciation is non-recoverable,,,,,,,,,,,
15,,,,,,,,,Page:16,,,
16,,,,,,,,— RC,,,,
16,,,,,,,Actual,,,,,
16,Deseription,,Estimate,,Less,,Replacement,,Estimated,,,
16,,,Amount,Taxes Cost Total,,Value,Cost w/Tax,Paid,Remaining,Pending,Payment,
16,323. OBD Code Reader,,,S131,20y,$125.64,,$0.0,$125.66,,$0.00,
16,Orig. Dese. - Cement mixer,,,,,,,,,,,
16,"324, Circular saw",1.00 EA,$74.99,$3.53 $78.52,"8 y/ Avg, 20y",47.11,,$0.00,,,$0.00,
16,325. bit and charger,,$169.00,$7.96 $176.96,,$150.42,,$0.00,$26.54,,$0.00,
16,Orig. Drill/Driver bit - Individual,,,,,,,,,,,
16,326 Power,,,,My =,,,$0.00,$2183,,$0.00,
16,"327, Rachet Electric",,,985,,,,$0.00,$3283,,$0.00,
16,"Orig, Dese.« Hand saw",,,,,,,,,,,
16,328. to! set,,,$60 $46.58,= SB.,$13.29,,$0.00,,,90.00,
16,Wrench,,,,,,,,,,,
16,system,,,,,926.18,,$0.00,578.53,,90.00,
16,330. Jointer / Planer / Shaper,LOOEA,,$102,My,,,$0.00,$15.60,,90.00,
16,331.,,,$702,,,,$0.00,923.40,,90.00,
16,Onig. Desc. - Miter saw - Power,,,,,,,,,,,
16,332. Saw - Circular,,$248.00,$259.69,Oy,$233.72,,$0.00,$25.97,,$0.0,
16,Orig. Multi-tool - Leatherman,,,,,,,,,,,
